age;bmi;plz;secret
80;26.6;3973;2
0;29.84;2513;6
46;12.2;9604;4
97;14.39;2042;6
20;25.36;4965;2
33;25.88;5054;3
60;12.25;6474;3
15;16.5;2960;4
16;19.22;5538;2
4;13.85;3910;1
81;26.25;2718;6
35;26.85;8475;1
69;16.43;3202;9
12;29.61;4464;8
50;19.3;8785;9
53;15.54;8171;7
11;17.67;7784;9
34;14.26;1642;8
20;12.17;2601;8
50;10.78;4758;5
5;17.69;8852;8
96;27.21;1211;2
85;23.53;7266;1
40;22.92;6693;7
10;16.81;2800;1
23;30.83;2851;1
92;27.45;5649;7
27;28.37;2840;2
50;10.92;3098;8
1;13.19;3526;4
81;20.43;2411;9
99;23.75;4667;9
40;12.33;2194;0
19;18.29;7630;5
3;19.77;3923;1
12;13.86;7470;6
17;28.11;6583;5
15;10.39;3422;9
83;24.46;1602;2
24;27.96;1142;3
28;27.32;5533;5
6;23.85;9246;0
47;12.37;8157;10
25;27.85;7973;1
28;12.69;3971;8
26;21.08;5036;0
95;26.07;7238;8
3;12.23;7980;3
30;18.18;7033;7
40;14.95;5607;1
49;21.77;1006;4
12;12.88;8286;4
63;22.03;5766;1
73;25.37;1227;9
32;17.03;7106;6
79;14.15;9015;5
92;16.68;4498;8
12;27.28;3983;6
33;22.61;9549;3
10;16.22;5241;9
34;15.14;4366;0
22;26.84;6420;9
99;20.94;3012;2
33;21.71;2458;4
41;25.29;1504;9
36;24.03;9978;2
12;22.87;9038;4
43;18.99;5094;3
81;23.61;4387;7
63;19.41;1700;7
96;24.0;5655;1
87;14.95;9556;3
86;22.82;2842;5
62;12.37;9744;8
5;18.26;8899;8
42;22.41;6311;7
96;12.92;1217;9
41;22.45;8158;3
46;16.09;4752;6
41;12.94;4500;4
63;17.25;3206;9
18;18.23;8458;7
78;14.87;5984;2
90;13.42;2595;9
69;21.84;6838;9
7;16.21;9482;10
50;16.0;4414;1
29;20.95;8580;1
88;19.82;5129;3
69;24.32;8034;0
13;15.11;3072;3
90;19.48;6175;5
64;13.17;5883;4
87;29.42;2808;0
68;18.01;6776;9
97;24.88;6594;4
43;24.4;3172;1
6;18.35;5101;8
95;29.82;2620;2
60;21.64;1333;1
13;23.73;3953;7
92;22.13;6809;9
16;27.67;6867;4
15;11.99;9503;2
93;13.07;6366;1
63;25.55;9214;8
32;11.74;2761;5
55;19.82;8187;10
42;25.57;6178;8
37;25.94;9044;0
3;18.82;7740;2
9;17.81;2342;7
12;29.98;8895;3
50;20.42;9332;9
96;25.15;4561;3
9;19.46;4726;9
16;23.47;7032;6
95;16.27;5549;7
80;21.89;1845;0
13;10.35;2373;5
48;29.42;8041;1
22;11.76;5530;9
89;21.76;3515;4
5;23.26;4089;5
14;10.6;9399;2
72;21.08;6683;5
23;28.41;8660;8
56;10.53;2495;7
11;23.24;6364;2
63;27.87;6977;10
32;20.88;1299;0
70;28.28;8099;5
25;13.58;9881;5
9;24.69;9225;3
31;26.84;6561;5
71;28.87;6902;7
76;23.35;7150;7
1;23.12;5147;8
89;21.87;1771;8
95;28.25;8045;1
73;16.62;4364;6
7;23.92;6716;2
62;22.57;1951;1
18;28.47;5985;5
25;10.64;3092;1
46;20.67;3296;1
98;26.74;9225;4
80;21.15;5713;3
61;17.06;4835;1
76;26.51;2056;6
81;21.24;1638;0
52;19.14;7496;1
3;14.08;3232;6
55;29.45;3177;0
47;26.1;1887;5
2;22.02;9670;8
48;23.06;4438;3
15;12.7;4344;2
44;17.22;5456;2
98;30.9;6952;8
5;27.01;8148;4
18;29.5;3013;0
60;11.31;6669;9
11;18.01;6797;2
44;14.57;7794;4
11;28.13;9979;4
98;29.46;1145;9
60;29.63;5290;1
88;12.81;5394;8
72;25.35;6714;7
15;12.9;5169;5
49;12.73;8067;10
33;14.57;9564;6
61;29.97;4002;0
12;16.48;6474;1
54;27.04;1778;3
2;20.67;3189;0
43;20.9;8349;7
86;18.23;3925;7
96;12.79;6581;2
23;18.54;2256;1
31;11.32;8688;4
31;27.69;5621;1
65;27.85;7172;7
54;12.78;3350;7
2;20.35;5862;4
8;20.37;7909;0
37;19.62;9850;5
16;13.18;4298;8
24;25.8;8396;6
55;23.89;4796;5
29;24.24;5120;5
90;11.61;3489;0
59;13.46;8048;7
71;30.3;5285;5
58;26.57;2325;7
7;21.38;9343;5
85;28.44;2659;3
41;18.09;9115;6
37;16.53;5822;7
8;21.52;1445;1
78;29.08;7768;1
34;10.33;8408;1
67;21.18;9182;4
5;26.46;9837;4
27;15.85;7532;4
36;11.53;1731;5
74;18.14;2937;6
95;18.64;1974;3
7;25.89;2418;10
68;22.69;7071;9
37;13.78;9351;6
86;27.6;4834;7
79;24.54;5185;0
27;18.96;6209;2
68;23.75;4738;10
79;29.93;7691;1
52;19.42;7652;4
21;26.53;5013;3
76;29.29;3803;2
58;16.64;1053;3
67;29.61;3749;4
23;15.19;7145;3
80;24.8;4524;10
26;28.55;3252;5
56;25.29;1351;2
13;16.04;4665;9
20;20.3;5075;1
65;22.98;7198;3
9;16.56;9407;10
56;12.88;8054;5
4;30.11;7272;2
39;23.47;4797;5
20;28.69;4841;3
48;16.83;3150;1
57;16.38;2061;9
8;16.84;3520;3
44;16.49;9746;2
12;19.54;1484;9
5;28.89;4545;7
2;28.27;3640;5
34;22.2;4363;5
58;24.65;8538;4
67;26.65;8037;9
92;27.72;3627;8
83;20.44;4344;3
86;20.87;4401;5
73;21.87;5654;0
33;14.31;2201;4
48;27.74;9796;5
69;12.27;4346;5
94;10.61;2946;9
98;16.15;1550;5
84;25.03;1619;9
60;11.25;5810;7
3;15.81;8059;1
77;16.02;7202;1
54;18.83;7621;5
92;25.65;6287;0
40;22.16;3932;10
83;23.61;2059;3
53;20.34;8923;7
4;29.56;6631;9
9;23.14;6031;1
9;10.52;7098;4
4;16.15;6146;2
43;12.33;4271;4
85;22.98;3118;10
0;12.82;8222;5
71;25.02;6887;2
9;11.18;7830;5
50;24.9;1556;1
74;12.46;5774;10
45;20.2;1974;5
77;12.11;5660;1
32;16.07;6644;2
51;28.16;2220;8
43;21.72;7015;5
42;23.33;9787;4
88;22.98;8494;1
44;27.15;4476;7
84;12.39;2721;5
63;16.98;8763;5
75;16.55;3941;6
51;25.42;9412;0
76;23.67;3528;6
20;22.53;4930;9
73;13.53;4986;0
6;29.85;4002;1
77;24.25;6988;7
69;25.24;5592;9
96;27.75;2273;5
35;21.78;2647;1
76;20.58;8461;7
17;16.46;8604;1
48;28.63;5110;6
72;13.45;9143;1
40;22.96;4579;10
83;16.94;4861;3
80;22.52;9511;8
76;20.0;6827;0
81;13.76;8005;0
94;20.96;2203;9
80;15.29;6790;10
11;20.23;8367;3
91;12.07;5972;7
52;18.53;3234;4
67;13.8;1171;9
31;21.93;7723;9
3;14.52;2106;9
49;22.32;4542;7
21;13.6;4952;6
14;11.03;9761;1
10;11.55;2039;8
48;25.77;3834;0
15;25.45;6691;1
18;26.22;7034;1
11;26.8;1303;4
3;28.82;1484;2
86;25.17;6933;4
76;12.54;7218;8
27;22.0;7013;9
62;15.89;9984;6
99;26.27;8969;6
12;10.29;7707;6
29;14.0;7830;6
97;22.5;3816;5
62;12.86;5135;7
6;17.96;2876;5
41;15.2;4713;0
18;28.03;3217;2
27;16.38;8140;5
67;22.54;1494;0
62;18.19;7955;3
23;21.22;8376;1
41;10.67;5935;7
65;18.79;4806;8
52;13.82;5007;5
17;17.84;4520;3
87;13.75;6612;6
65;27.87;3768;6
45;11.41;2579;9
80;19.95;6427;8
75;28.99;6841;2
23;20.97;8950;1
26;29.45;3538;5
1;11.46;2839;7
17;25.02;5344;1
87;10.34;9588;1
25;25.37;4078;9
52;21.27;3286;6
59;27.98;2900;4
49;24.22;1311;6
86;26.87;6688;4
45;12.63;2828;3
97;21.57;2385;5
13;18.21;6012;5
53;13.28;8397;8
12;29.18;4196;1
41;22.33;4354;1
14;27.61;7391;4
23;19.51;4804;9
76;20.13;2852;9
72;25.85;2649;1
44;25.11;4656;10
19;10.99;5398;4
49;27.15;2455;5
48;23.14;2549;4
34;19.46;8878;10
34;23.24;1662;3
11;29.43;2237;4
94;13.93;2951;7
48;27.54;4514;4
95;30.4;9454;1
25;24.38;5792;10
49;27.16;1090;8
25;14.39;6586;4
88;15.38;1189;5
27;18.59;1770;7
93;12.34;6290;9
35;21.59;2019;0
16;21.04;2290;8
53;23.35;1989;2
33;11.19;4252;6
89;11.69;4644;8
12;24.92;5435;10
48;23.46;6449;3
71;11.09;2378;3
54;26.91;3355;8
80;26.01;4082;4
1;13.61;7763;6
21;15.81;7630;0
27;21.92;5932;0
4;18.06;5788;7
67;29.03;3490;6
21;29.06;4424;3
15;10.92;3020;9
72;28.03;2801;8
19;12.78;2888;9
91;24.31;9056;3
71;14.75;9771;1
73;19.95;3448;8
81;13.16;5569;7
75;16.49;7169;10
38;28.33;9644;1
15;10.92;2804;3
96;28.9;1571;1
41;14.88;3749;6
47;19.09;2864;10
4;10.68;5145;7
66;16.43;6332;4
67;14.86;1162;1
26;29.82;2047;9
50;26.14;3685;2
38;27.91;9081;8
71;18.02;8723;1
59;18.39;6478;5
41;15.56;3106;2
59;28.34;1138;7
36;27.93;7298;4
60;12.0;4556;7
32;12.72;8364;1
71;11.47;7620;1
85;11.31;8447;7
96;19.25;8891;9
6;11.63;2282;5
82;25.72;1065;7
39;24.03;5596;7
24;25.7;2568;0
56;21.36;6435;6
72;15.97;7455;7
29;29.28;1751;7
76;20.32;8072;8
33;28.37;4810;5
79;16.36;4161;10
98;27.69;1236;1
55;21.38;4363;3
13;23.86;4760;3
20;11.85;1289;7
45;26.64;5983;8
95;28.31;2625;10
35;22.76;5736;3
87;24.94;4941;6
70;27.42;2837;5
11;14.89;6165;7
60;21.68;6312;7
79;18.09;1888;4
55;19.7;9415;3
22;16.43;2976;2
90;11.49;8986;0
20;21.22;6143;8
42;14.77;2988;1
70;27.41;4460;4
23;12.88;9274;2
98;12.04;9960;0
63;23.08;6903;8
2;13.93;8811;6
56;19.51;9584;0
95;21.4;5725;10
49;28.65;6038;8
56;30.71;1557;1
25;27.21;8378;1
42;12.44;2277;5
96;12.65;1793;6
99;11.95;6765;3
6;12.73;5121;0
65;26.81;4118;4
19;15.93;4119;8
83;23.61;4402;1
34;19.52;7506;2
47;20.69;3054;9
53;19.71;1076;9
46;21.66;6361;9
96;25.08;9477;8
91;30.82;4727;2
45;12.21;9434;5
29;29.7;7642;10
40;20.36;7527;4
96;30.4;4572;7
92;20.45;3799;3
41;11.57;6196;1
52;17.72;5788;8
31;30.99;7679;2
75;12.94;7787;1
36;16.31;5934;3
57;18.9;5401;7
27;21.2;7059;7
33;19.62;9720;9
49;18.13;7383;1
81;16.58;9671;7
59;25.5;5830;4
36;17.67;4366;8
29;28.74;8517;0
45;19.0;4515;3
58;20.73;6808;6
96;13.51;3214;0
41;30.61;2237;2
11;24.08;8685;9
2;14.79;1010;8
78;16.69;8775;1
66;14.73;2019;3
65;16.65;9283;2
43;24.96;4562;8
52;21.09;2433;7
56;28.17;1214;3
55;20.18;3059;10
10;29.47;4528;6
41;24.8;4317;6
8;11.19;5520;4
55;24.58;3991;6
51;28.7;7134;6
10;15.49;2714;5
81;22.2;8100;5
99;10.58;3658;7
48;16.52;3919;1
52;15.38;9523;7
24;21.18;1872;7
28;18.11;5888;2
72;19.42;4283;7
19;28.69;3232;1
65;19.97;6450;6
14;17.27;5202;9
11;24.66;3950;4
43;27.73;6940;9
3;22.1;6254;3
98;12.32;3533;2
39;18.25;1843;4
5;30.45;8909;2
55;14.41;2273;6
97;11.27;6738;9
63;17.0;6867;3
98;27.63;9157;10
12;21.21;1991;3
34;18.43;5390;6
93;21.3;3099;10
28;22.51;7574;2
53;21.26;5975;3
33;18.63;7358;9
9;25.01;3896;2
20;25.13;1091;7
62;11.31;4618;4
33;26.38;9672;1
50;30.16;1409;7
58;12.03;3367;8
4;16.41;7547;5
80;21.68;4170;2
84;13.64;4999;1
27;29.67;1520;8
8;15.76;2190;3
23;13.78;3436;1
14;24.73;2083;9
91;11.27;7396;5
5;25.45;8000;6
90;12.56;1517;6
66;24.72;7868;5
72;10.34;9862;0
73;12.64;5846;6
85;22.97;8928;6
3;25.21;1511;1
73;21.56;3647;10
40;29.62;8055;1
41;30.95;4446;6
25;10.64;5180;1
87;29.49;9208;4
93;11.31;3625;2
10;12.47;6178;9
2;12.42;4533;6
62;22.48;7139;4
41;23.78;8085;8
3;18.08;5428;9
82;30.28;3097;3
51;24.52;7607;0
92;29.05;6527;4
68;28.54;1842;1
42;21.32;8070;5
10;29.28;7332;6
74;16.89;1296;6
24;11.98;9332;3
6;30.14;6019;6
89;14.99;9595;9
79;10.07;6830;8
17;25.12;1300;2
6;29.79;4999;4
68;29.61;3784;6
48;16.49;5175;6
48;12.02;6636;8
25;29.75;3580;8
87;20.86;7978;10
71;22.75;1648;2
19;24.92;1001;3
58;20.7;8278;10
18;30.44;8059;4
48;18.64;5169;10
48;16.61;2904;7
74;18.37;4905;4
38;28.14;4867;7
41;21.08;9748;5
0;12.82;1055;7
93;28.15;5322;6
34;26.24;2883;7
1;23.96;8631;5
94;24.24;5505;6
57;24.83;3106;9
15;22.66;7955;2
88;10.41;9614;4
20;23.49;2078;1
21;21.04;4628;7
59;14.47;2552;7
56;17.01;2005;9
37;18.73;3579;6
39;24.79;5037;4
59;29.15;2055;1
39;29.41;5758;0
77;24.27;4291;2
68;22.83;3656;2
14;16.21;7588;9
98;13.89;9262;6
28;22.74;4259;9
65;21.05;9292;5
7;29.55;3878;4
70;11.31;7287;5
31;13.32;8857;9
7;26.62;3949;10
35;18.15;6650;4
80;10.05;8596;7
50;30.51;8141;9
99;24.29;4457;2
28;12.59;2065;9
53;28.32;8713;6
56;17.96;3485;9
9;20.38;1510;8
19;24.78;7684;8
85;17.43;4354;8
86;29.86;5005;8
89;17.93;5611;6
99;28.6;7473;2
27;16.45;9017;7
15;14.35;4266;2
25;17.53;6431;6
20;10.78;8339;3
13;22.81;2231;6
4;29.48;7779;2
65;12.32;3077;0
96;18.58;6705;0
3;30.38;5965;9
62;20.31;9775;3
89;29.68;1768;7
43;25.79;4618;2
85;14.37;4703;6
76;28.4;7768;5
49;20.12;3423;2
15;26.52;7892;8
77;20.75;1668;4
67;25.51;2409;0
47;23.74;3663;4
86;10.29;1788;9
88;13.57;8720;5
9;11.75;4114;0
97;16.01;9714;2
19;17.94;7725;6
86;15.64;1399;2
67;10.82;5988;3
10;10.12;6728;3
91;15.82;9535;4
25;28.24;5643;8
12;14.78;8523;7
70;27.56;4011;2
2;18.77;5738;3
75;13.22;5654;0
43;14.92;1595;7
35;10.34;3662;7
31;10.43;3373;3
8;10.95;1431;1
88;24.11;7232;7
22;21.41;4122;2
89;28.34;2840;10
98;26.81;4465;4
19;17.24;7675;4
27;29.76;7132;5
12;25.34;5302;5
65;11.55;3083;2
40;10.22;6225;6
18;25.66;5604;7
52;21.76;2098;4
39;30.05;9967;1
88;15.02;9373;1
69;14.65;1900;0
8;12.93;4713;6
73;20.08;7321;9
13;28.23;6712;8
72;26.57;7017;5
57;20.45;2766;10
63;12.4;1207;9
66;21.74;7138;1
77;24.46;7195;3
20;24.87;7547;5
25;24.84;9534;4
61;29.88;9839;8
19;17.43;1418;9
33;20.98;5573;10
83;18.83;6212;3
63;28.71;4560;4
76;10.37;6341;3
53;17.62;6700;8
7;12.76;5963;5
29;16.8;5664;3
4;10.74;6117;6
65;13.11;2250;7
63;26.85;6297;8
88;14.01;7468;9
8;19.06;4636;3
28;20.1;8684;3
15;16.95;7142;9
70;10.0;9373;3
96;13.62;4678;2
17;24.15;3313;4
39;17.68;4635;3
73;19.56;7274;5
57;23.77;8472;10
11;12.64;8531;6
87;22.61;8582;1
82;24.66;9754;9
33;29.49;8167;6
72;21.48;5098;7
66;10.75;7064;8
23;23.5;2568;5
7;12.56;6714;3
72;21.13;2950;4
63;25.08;8716;2
73;29.09;9910;7
88;22.94;1656;1
8;30.4;4043;3
91;19.41;5156;1
96;27.89;4963;5
17;18.84;8328;7
67;27.54;5737;6
73;30.22;2082;10
48;14.02;7236;7
60;15.92;9972;2
84;26.19;4215;8
51;11.92;6526;3
98;25.51;2189;2
28;10.2;1254;9
43;11.55;2430;6
42;18.0;1765;7
22;25.08;2636;1
88;21.14;3699;3
69;20.41;9098;8
98;24.66;4399;9
13;14.01;4439;4
91;13.4;3532;8
73;18.49;6217;4
32;16.34;1082;5
61;11.56;2989;3
96;22.76;5428;9
80;26.51;6625;3
42;28.63;3421;6
52;15.34;2962;9
19;13.7;8679;7
11;22.6;8093;4
97;12.2;9525;6
41;16.43;7874;3
61;25.23;9260;8
54;30.58;1455;4
26;11.11;2724;1
32;16.32;2909;6
72;27.33;5317;10
76;26.4;1268;7
70;14.97;9944;9
41;14.59;7539;0
97;23.55;1555;8
41;30.49;4511;1
28;20.7;8239;4
70;19.53;4427;0
52;11.35;8045;4
58;18.4;7822;4
75;20.03;7990;5
53;29.36;1116;7
80;20.59;1933;7
29;17.16;6760;3
75;28.54;2259;3
18;15.47;4004;1
41;30.65;9567;6
47;20.07;8615;9
59;19.6;2803;4
23;23.25;8098;7
85;28.81;7526;0
80;24.14;9243;5
99;25.73;5253;6
7;22.91;7064;7
50;10.23;7068;7
99;12.0;1443;2
54;18.87;4947;7
12;24.95;1052;1
51;14.15;2479;6
7;14.44;1362;0
5;21.1;4929;5
24;29.54;6811;6
96;17.75;3839;3
8;12.37;7444;7
63;15.3;2602;4
84;30.61;2592;0
79;13.18;5699;3
66;24.56;4408;4
70;23.18;4549;6
16;21.84;1326;8
13;26.31;4157;2
18;13.63;7759;4
69;25.27;2002;9
24;15.32;4600;2
41;24.55;3859;5
74;19.87;9345;7
67;27.39;1489;1
13;20.19;3908;5
76;18.48;1403;7
58;29.42;8435;8
70;10.9;7122;3
72;12.87;6692;1
26;10.58;3648;4
56;28.12;6843;1
10;29.56;4059;8
80;14.3;1670;8
53;11.62;4446;8
93;20.79;8582;7
41;22.14;1618;4
85;11.77;2942;4
6;30.26;5270;4
14;26.26;1557;1
30;23.62;5557;8
93;29.79;6388;9
91;25.36;3264;8
8;16.66;6787;8
16;29.15;5012;6
32;24.49;6847;9
25;20.35;5196;7
21;21.57;1666;7
69;25.59;5592;5
37;11.1;8588;8
14;12.43;8823;5
20;29.46;9761;9
4;11.86;5137;4
100;14.97;6552;7
19;22.8;1168;1
42;11.9;1645;4
8;18.8;6640;5
38;24.62;5897;6
53;25.69;5202;2
2;18.11;7256;7
17;12.87;9820;2
37;20.37;3314;2
56;18.44;8444;8
76;14.28;3307;8
8;30.36;3864;9
8;26.03;6635;9
4;12.39;2965;5
47;24.2;3215;9
37;27.48;1822;3
15;26.08;7227;1
1;17.84;6305;5
29;14.72;3080;8
90;23.88;4170;9
24;10.98;8662;3
1;12.74;4796;3
48;19.45;4184;4
94;25.11;4027;8
16;13.97;8188;5
10;10.53;3803;1
6;28.31;8540;8
27;28.47;2530;9
26;23.95;7468;7
24;27.68;9366;1
1;10.36;9965;9
86;17.84;2879;8
47;15.91;3118;0
45;24.37;8760;2
31;17.47;3194;8
68;20.91;5534;10
49;25.39;6523;3
28;17.91;8462;2
46;22.21;6527;3
3;29.3;9074;7
78;25.51;7435;1
15;22.23;8025;9
94;25.6;3512;7
90;23.19;3215;9
66;16.06;2868;10
95;13.18;4367;9
14;25.19;6162;1
97;26.75;3494;8
8;20.11;5766;2
46;13.88;3968;1
18;21.85;1209;9
65;16.17;6105;1
68;19.71;1963;10
14;16.84;2479;8
18;12.92;8892;6
62;26.43;2399;2
47;30.08;3925;2
66;26.19;8236;5
53;24.17;6778;2
59;26.62;3548;7
67;28.94;7779;10
84;20.62;6192;7
52;23.04;2124;1
44;15.15;7862;2
36;24.28;2126;8
30;15.49;1752;8
98;17.68;5270;1
59;30.37;5271;2
18;19.32;6143;3
48;24.63;5021;6
31;16.26;7563;1
80;24.16;5462;10
82;10.85;6459;7
52;16.28;4965;4
47;25.19;4328;8
15;28.86;4188;7
69;10.79;4333;2
38;20.72;9976;7
43;12.48;4362;8
53;19.23;9219;8
23;17.17;6604;1
80;22.1;6354;4
53;15.05;3471;2
18;25.78;4470;10
44;29.26;9927;5
62;22.94;1191;1
32;22.25;7536;7
84;27.01;9781;9
13;12.17;9803;6
83;18.74;1175;1
28;24.2;1621;7
93;30.13;6858;9
34;10.54;2888;7
4;19.38;3797;4
6;25.47;4613;1
35;14.63;5870;0
41;22.79;5083;2
67;22.59;5467;3
60;13.49;6893;1
25;22.38;5221;5
32;24.41;8919;3
54;13.18;4050;6
70;18.33;2547;7
49;26.53;1962;4
64;24.77;1719;8
20;19.35;9298;1
57;22.25;3617;1
5;30.97;3377;7
76;21.04;4051;8
64;26.81;2707;5
79;23.52;4872;6
10;11.58;8228;3
73;27.62;6961;4
76;12.92;4269;0
20;13.1;2631;2
5;25.03;7152;4
33;23.61;1492;8
21;27.64;7649;1
26;21.61;9108;7
25;12.41;6726;2
82;17.89;5996;2
4;16.57;4262;1
34;16.05;3804;9
71;22.36;9692;5
92;11.18;5718;6
59;26.7;1762;2
45;13.84;6422;0
38;24.04;9836;8
39;12.7;7176;6
32;28.34;5446;3
91;25.75;5827;8
53;13.63;6032;3
94;16.85;4820;8
83;14.7;3060;6
45;26.97;1533;7
64;25.68;3949;2
67;13.45;8481;5
81;11.7;2523;10
30;30.12;9235;10
45;17.9;9906;0
84;21.08;1099;3
22;29.36;1058;2
65;18.51;7868;6
47;17.88;3405;7
25;27.86;2242;10
34;28.49;7232;8
11;23.16;3700;3
64;17.27;9808;1
84;18.4;7907;3
12;17.92;3406;3
58;18.2;8971;10
50;22.84;7684;1
98;13.21;9109;8
31;20.04;6099;8
8;22.99;2554;10
45;22.95;8311;9
95;26.22;3749;1
98;19.91;3757;5
99;22.62;3162;8
60;27.03;5842;3
11;13.83;6275;7
79;13.61;1437;7
28;11.16;7579;9
63;20.39;9627;6
24;15.0;5621;3
62;19.22;5896;9
14;21.21;5439;4
27;13.02;1199;8
63;30.9;1939;9
99;19.03;9598;7
57;24.28;3032;6
81;24.8;9420;3
32;11.61;9607;3
80;11.38;5119;7
40;27.42;6642;7
22;17.61;2281;6
98;23.4;4030;1
90;14.65;7475;1
28;19.75;5932;7
26;15.9;4873;4
12;18.98;5723;8
97;13.06;7853;4
6;10.17;6853;3
24;27.15;7005;8
86;19.4;9178;8
21;22.45;7251;4
18;19.92;1592;6
82;24.82;6997;4
92;24.95;4016;2
34;13.92;8536;9
41;19.51;6058;9
30;25.15;7119;7
39;22.57;2929;4
46;20.49;7401;8
65;30.32;7399;8
15;16.4;1199;7
56;16.43;8901;1
17;17.57;4744;8
4;23.62;6055;4
90;24.11;3889;2
53;28.91;7218;9
50;28.53;8944;6
13;26.29;3848;5
23;28.62;9090;8
98;19.76;4763;4
27;24.93;5562;6
41;23.95;5607;4
63;18.66;8039;8
64;27.75;4091;1
9;31.0;6940;3
84;28.77;2823;5
5;23.31;8554;7
97;20.36;6798;5
85;22.71;6215;0
74;28.69;6851;10
13;27.87;5941;5
45;29.05;5667;2
88;10.11;2246;4
71;17.36;1131;10
58;15.18;9059;4
19;13.58;6107;5
53;19.23;9942;10
96;10.45;5958;8
6;16.86;9049;2
11;11.86;9367;9
52;26.28;6514;0
56;16.68;8281;9
7;16.99;3219;2
40;18.87;7045;5
62;22.44;7122;2
15;16.22;4037;10
56;12.66;6592;10
63;25.1;9377;5
12;30.82;4444;3
58;19.87;4521;9
44;11.05;1611;5
2;15.1;3811;5
67;23.2;1648;9
3;30.53;2292;2
79;15.3;1509;2
50;20.53;1369;7
88;19.8;8281;3
0;22.47;9114;4
4;30.94;6834;2
84;28.26;4294;8
27;25.85;3558;6
83;11.93;8432;8
81;19.15;3640;4
56;27.06;7475;4
2;25.24;6572;1
5;19.46;6878;1
67;17.49;7828;6
3;14.29;2170;4
7;20.95;5906;7
32;18.65;9325;4
67;18.53;7163;4
16;15.21;4501;6
96;27.52;5160;3
16;28.57;2961;5
74;15.96;3433;2
43;20.24;5245;5
9;26.35;8889;6
19;24.56;8909;6
78;18.56;6283;2
51;18.89;7400;9
71;20.03;7443;2
37;13.85;7877;6
77;21.6;1202;8
6;14.62;3048;7
26;28.46;1226;5
55;13.37;5345;9
48;30.24;4171;4
34;10.38;1991;10
53;16.08;5866;1
8;24.51;6788;5
16;19.27;9470;10
84;17.06;8681;8
17;12.8;6782;6
79;15.05;6428;0
93;28.83;6151;5
78;11.61;5929;3
90;19.08;2680;2
96;23.98;3034;5
11;28.51;4662;6
63;23.16;3906;10
17;20.76;7442;1
67;21.54;2241;6
20;22.42;6140;1
48;21.67;5922;5
60;18.94;5937;8
17;18.18;9919;4
87;27.69;8858;0
47;18.66;3497;4
63;22.67;3239;6
60;12.68;3065;5
58;20.81;2335;2
1;12.51;5208;2
19;14.72;9747;2
77;21.17;8739;1
22;30.52;7608;10
11;19.77;4831;2
47;27.07;2731;9
24;29.41;7533;3
28;30.55;6155;6
48;14.02;1264;1
66;21.55;3772;4
47;25.9;8069;0
19;20.78;4993;0
76;13.84;2733;9
95;27.22;6625;4
30;21.22;9042;2
16;13.37;8422;0
45;15.24;1786;5
34;19.81;2982;10
51;22.29;6291;0
7;18.27;8941;4
8;10.23;6572;7
76;15.94;2654;4
64;13.82;4406;7
95;17.71;1810;3
2;17.87;6903;3
5;14.5;7655;10
92;20.6;1377;6
57;24.04;9788;5
48;12.42;5604;9
22;26.61;7703;4
55;30.11;4765;1
51;21.59;5522;2
25;11.02;2647;5
55;15.93;1626;7
93;16.91;2922;1
37;12.88;6095;7
59;16.41;8568;2
93;11.47;4183;4
37;16.34;3740;8
49;11.75;2240;8
79;14.24;1674;7
16;25.65;6791;6
67;27.01;1429;6
79;15.01;5708;1
1;14.37;4531;9
44;19.12;4661;2
26;25.59;1845;6
15;25.91;3302;1
73;20.76;5236;9
73;27.56;4854;2
13;20.42;2836;5
83;14.09;2070;7
39;24.45;6981;9
41;20.37;1733;0
33;28.43;6139;9
49;11.46;8151;3
79;29.98;3395;6
76;26.35;5334;5
34;27.76;2301;8
31;18.44;6792;7
61;20.99;1174;10
79;12.23;1149;7
91;22.87;5138;5
58;25.25;2016;6
66;22.26;4497;10
83;28.18;7810;8
82;22.26;5234;5
45;11.48;3458;4
32;16.86;1726;3
45;22.2;3192;8
13;23.59;8968;7
17;18.72;9854;10
64;22.87;3891;6
26;26.54;2423;0
29;16.6;5580;3
50;12.49;2695;0
70;25.08;4460;8
91;12.83;4303;2
78;14.31;1773;8
55;27.22;8537;8
55;24.3;8898;2
4;14.46;8632;5
60;18.0;2349;1
80;16.56;9480;7
47;25.72;3502;5
42;22.49;9955;6
32;10.54;4376;1
64;28.64;3293;6
82;18.76;3032;7
99;22.9;8209;6
94;30.49;9401;5
95;23.82;1711;2
14;22.04;1620;4
20;17.39;4782;5
27;22.51;4182;9
34;17.25;7389;4
92;14.89;2468;7
15;17.42;6491;10
26;20.54;4475;2
31;10.94;1013;1
54;17.84;4825;0
4;21.9;5953;8
72;23.34;4337;6
15;19.76;6076;4
96;17.79;6762;7
49;10.07;5885;8
1;13.81;6476;4
74;12.81;1809;2
55;21.1;1213;3
6;23.06;1798;7
18;27.53;3134;8
3;11.74;3774;3
60;14.31;5822;3
78;29.58;8615;5
4;29.26;2002;6
54;20.53;1625;6
11;10.88;5059;1
75;27.37;9685;9
66;27.59;2672;9
45;28.15;1511;1
16;26.5;7128;8
79;12.74;3723;5
83;18.47;9128;1
72;10.66;6661;7
52;14.42;4163;7
24;17.85;1145;3
96;20.03;1763;6
80;27.24;3611;1
0;23.38;2200;0
68;16.1;1324;3
92;20.18;8441;1
44;21.64;3602;3
90;21.54;8444;3
89;21.29;9249;4
